Transaction Hash,Expected Output,Model Output
0x99de4fbbcd0a7d1d799f8b1d638d1e486672eb4640199ec25e5a9b03c2c1916a,Sale,Sale
0x88bcc9bff3d03dbc172db8e0ae8996d15390071447a102399f4c7c7608049176,Swap,Swap
0x91eb343a85a7fe0d54f8e6d7287e19a643a7cfca19d13558835d18b93ca7fa93,Mint,Mint
0x5b50549e14ca72f80cf0c65314aa3641c2365edaa71920c069160eac1ace862e,Transfer,Transfer
0x56dc9fda6bb30a1e1ac7af21db8ffc090a7f35beb1f1f2cdbc3346808757d489,Sale,Sale
0xd4a1a13e821bc5b8e40b0082d76c977d8a8307af0b29bd4224a8a459cb602d63,Swap,Swap
0x90ca2d80d643528675f30e434a95045be6ee40c0f797b33a3072dc4adbb07a99,Unwrap,Unwrap
0x8175f7ca656accdf2eb59aaa5f712f8e9da533be67f20302d04c7caedddde07c,Transfer,Transfer
0xf5b8e821b0fc38a4348121423ca45a6943b80750409ef720ee7b1191de842a64,Transfer,Transfer
0xdfb5239a9d5e94093aab83a4e3a7874d49dde3e573932b85bd258fa12948e155,Approved,Revoked
0xd9d229df879a95ee3147b4d60c8ade024f9b65fdfdffe971467478ae9e58f505,Swap,Swap
0x0a5fc8e1b5e66b3a98a795081c7e756cc0fa9675608a61840c8e5206586600cc,Swap,Swap
0xaeacadaeea5d4391ff23d245ae6ece1af12ba344d5531cb1a883ecd70559b4bb,Mint,Mint
0x326aef3b84af5e42c247b7c15b47df45aa44256f1c2cf4a6025fc39059618dd6,Sale,Sale
0x92be3c7fe504dae5542bb97b452e9df3a8599a08b2386024e66d3923619846fa,Mint,Mint
0xac23674cc197aca5a12516663565505c753494f45ecff4a1a785c0301e1161c5,Mint,Mint
0x3e9f69ccb7f0c7afbfc24cc3ff176ee6d34d7ff73723e73290bc606c0d860918,Swap,Swap
0x47e1a7320d056a5067de549db652709696821e97553f0083e0ad45c89bb51423,Revoked,Revoked
0xc5df9db167012da8bea335474383e502bf7e1e2893fadc0e5d4995dfbab0a6dc,Sale,Sale
0xfa8ea04846a8e5b481d0deef2ec14969ed8469fdf992cc820ad5ec16d0b8983d,Unwrap,Unwrap
0xcee98fdf721f4e003e545a1a7f808525ec7ce6e72ad40e420e6113397914c797,Mint,Mint
0xb56ba179580722e25b7d79672ab6ad26ff12f925261f2e595de708737ff747bf,Revoked,Revoked
0x488abfd2187b9d79c7cf584607b557ceeb6dfc7ace59127cfe0127b5bc1ed785,Mint,Mint
0xd8a1f14e4680431c47c4d21454daeaf3e4f67b171cbc167370459c78cbeb4593,Deposit,Deposit
0x9844684cbb2b5a4396bac9e4134d1b082a96e0c9795afb7999103ca923365401,Sale,Swap
0x64ee3807d14e9a5cd8e9687767230b90fd142a9fcfff0958b5de427fa63b6eb3,Swap,Swap
0x81e897003f8c2476f6508ce77c86d202101ab1da60eedadd1e2e16b978399b89,Sale,Swap
0xa417bda40a4e20c4d05c245dccd320118f868d44446e54c406d9dc895ea73527,Swap,Swap
0xd81f3a606a857d6db94798b4e24303b1b1f8bbdfbb375d65200d0a5218da50e8,Swap,Swap
0x851fbbb86c231ffab75f701526d2aaaa9b64280f465db15445e989dd88f2efc1,Approved,Revoked
0x145e6a78f561314675a5cfd86a4f0469ceefd8d8e8dd868cb5ede5796b553854,Swap,Swap
0xb8ebe5c1fe2d104dec7655bf08809707ae4d9a0db189f655559337c3c57ee758,Deposit,Deposit
0x07ab4192afe6b466e1454af3dd6993cbe23c6221adbdbd1365b8f8fcd7181f4e,Approved,Revoked
0xb91753aec12895343682f510795b2619cddb5c2d7d1ac4c1f4e1e8a9629537d2,Unwrap,Unwrap
0x974fb166b6905e52b2b6b6e6e5ad2b88972b537f962cab2c0228189d7750188e,Sale,Sale
0x949ec5f2504cb9e027364769a6c60efc6b5699bcfcbf6a5e54f5d7d650dc3788,Deposit,Deposit
0x1292b2d4c4f6b82dade479f68b55d33b7ddf0e10bf27ac7bac3e38734a5ed04d,Withdraw,Withdraw
0xf58f592af3f8e42986550ff18af77091220ffc07b76e2bc61a98fd928bb59c7f,Mint,Mint
0xe67a0f6e4527505b8e74ed6a950426d77403f37f8ba66845f68404890e352fc7,Mint,Mint
0xb750b7a10b7ec7865108db85d1d55b98e8147ffb3172476ca2b1af7f248eb517,Transfer,Transfer
0xbdc27b15f675feedbc7175e926bc756de1be73465e0d4cd88e7bcb1896798a9d,Approved,Revoked
0x1e06c7d4fc782bef998dc7b44c653594d0b47d4786f3f5315ffdb7a9cd7bbd69,Sale,Sale
0x89c0489666fd5bc80b02bca393a8053e9629babd56a0352203b4b998bfe66a4a,Cancel,Wrap
0x5dc62d2430aaa6a47b39bd3b1467f1c5ed3e25911e1d0cbe6d82c1d18c9824c3,Swap,Swap
0x0bac514ee93a82b0bad2cd2bfece9379f6372b0d09caaca03f88dc0222a71996,Approved,Revoked
0xf8842003f134e83dba9f631e8846e3972c28343951e728009c147a9b6644c427,Withdraw,Withdraw
0x9fa2229a3ad42da349569183ae84250fc0e78ffc5b7a17087700c8dc5b0f7354,Swap,Swap
0x80955a94d95f90037c986ca2157c3355d159f4ba8f900290f537f5ec1bd78b38,Mint,Mint
0xdc99f4e3103170f9638b95733039562254fe098cbd8e654f243da3ddea8cb9da,Mint,Mint
0xb0d67d00a10a5297cd8d72eb95c3bd3dc2792ecb505db30590cc3eb129c13776,Transfer,Transfer
0x942c32f5ea22b0ca2551276a2019a09454398fa4579b1d3c566e3a42cccf2545,Sale,Sale
0x71ae8073aeb9016e66a40a051f49744b2efd489704b84586c4077ac28f263aa3,Swap,Swap
0x3ac1323967f561cd9184e76559450f698ea95de3e7e6227d12824bdceb09f2c7,Approved,Revoked
0x782277b1eb10bb8fcad3edab8bc3911a9fee79f47a3d78f9f16eb74ac0acc48c,Mint,Mint
0x3b33557c66720afbaca59042d4ca5ee8a0b8ed7838e35360eeabf54cb338ace8,Sale,Sale
0x85c47814d7bc0dec176ee36d0e49fd5899437a285557f07d29f052c2543a2a3b,Swap,Swap
0x2d643ad7edb19717adf71cce98ddf85f35e33d52d24bd03277881eda6e5d1f09,Sale,Sale
0xe8562bd1bcaebb01865e67d69c3efea3545971248f3fd5f1162dea518c89b282,Cancel,Wrap
0xea5141dbd31ad53108e22277c40480b68a91518e98a7f20eb1014c5b5d9baa80,Deposit,Deposit
0x5e8a41b8fc7aa8a66022c35179469646e69ed12431c0137e5d316e08c7ba25bb,Wrap,Wrap
0xe392faa31429b655976c148357111f7aecfa69ca3032703282bfe8a7680bfc1d,Transfer,Wrap
0x82d99f1782c72b4752eb2b74817409b56f6a35f592fa5fd4fb00c78ac5ecc11e,Mint,Mint
0xf87bce63193bb09d653b70529d947da1f68671dcb07df55dbfc654025a1c1c6f,Approved,Revoked
0x6af134ad4ab7d996324754e5054b5e6311d5cd07726eb5d81a0eaf7ebe589421,Swap,Swap
0xfae5afa67e006cd5ab2f74f15bb3d13377f422c9bd807f7ad106bc8b684740b2,Transfer,Transfer
0x2e5568860c9d2cda0a339d6aebc6db10b0451c30923c15ada2acab767d989632,Transfer,Transfer
0x66ded0c0751dfb4f4042dd384a796198f5bdeca6b30d47329a131b39c1a99e0d,Withdraw,Fill
0xbbf41365c8a3c1f335f979670e0455c2588863b53d1887cb9d41a655a39dc046,Mint,Mint
0x0d3eac42fca097b0c654267abb2c6ad3d36e65d35985bb426ffa8d3dd87805f0,Mint,Mint
0xfd5075fd9751fde24a03b59d763d48ec56c6d9e1445f92b5a4bee2df5a30d1ab,Wrap,Wrap
0x4b45d9ea16e0280a2f4ba761e479eb8f6ed5e185928439e4494278d5fbaaf65d,Swap,Swap
0x51f669df34b54d38d4e3e3e709262b3d7e9f285ef92d86ef03185dae088c8de8,Approved,Revoked
0xd2201b8b6b354bdad7660d86d7f1d4ab84d446c3ec2bfc4bde8eb7ae9560b863,Transfer,Transfer
0x02a0330bb9be492db75c5aa9a2c5d0b4abf4a813d207a91c62edccb6db6e3711,Wrap,Wrap
0x4eb066fdd73057c40057ca0e3f15836547b010eab817b98a85881722c9347c2c,Transfer,Transfer
0xc50e7fa5954f45b3822d7b210885ffb33d9d70e060a9bb831a827a1c0fda6f83,Transfer,Transfer
0xf49097ec7dbd86851a730b8ed62683d698be86a5d5d7a290767d64f572d4e7cf,Approved,Revoked
0xfcdce58dfbf9f251fb93edfe6892ab255fa5d435bfd73ce0760f25b494cb6166,Wrap,Wrap
0xdb9b48fc60a4480f532c45b594c558602f214e9b9b8f9aeeed012e955901d43f,Withdraw,Swap
0xaaeacd332812b5f39d976e9f4fdc003a5a96f4ab7d5905ffa8eb75f081d9ee3f,Approved,Revoked
0xda4d395a6f80ebb5fc2135c5d4113a57eb38f946c294aa2cd97c318471c03e6f,Mint,Mint
0x95cd92353b4bee9eb805fdf9b9f439a0ecf3f56916885b282ce82fbc16937595,Approved,Revoked
0x92815ef26b73658c4e1ab317fad80dbd08d4fc3ed9a70839bec1f3c81a2273df,Swap,Swap
0x47dfa63b4e460ebf83c3e5e8c36fd059aa2077cf1983cda766cb0bd61123da0c,Approved,Revoked
0x5d461c457ec1f63a24d58a3867eee99833a4166d6ded6cfb81bca7b62e225472,Sale,Sale
0x49bcc0e3edce1ccd94ef7be9e4c5083f3f84f3eb2b35d18d3bc7265d15672ebc,Wrap,Wrap
0x970a7f0b33330f429e23c7c28152dc9a4e67e73f67f6aa4b72275c2b04e5160d,Swap,Swap
0xfee14ae30d56f3345329246be34458c878213e09312f4941cb75587b1765805d,Mint,Mint
0x078da9a39d096966892ed4eaa9c7999a35c1beb96dbace1b13e9d18db2f711c9,Approved,Revoked
0xcd3c2b56936b98e61639f5fcce2353c1a54290714116aef05cc7a01d0b1f1143,Approved,Revoked
0x398f4265301928cfac478f1a82fc69213a899f939271bd933cb2b05d550c5273,Withdraw,Withdraw
0x91a5b2ede01d2bb63a9e6c7247f6d096d535bb8f361307eeee7ba52eb26c2305,Approved,Revoked
0x88c8cde501e1a69fecf5dcbad9c487659411bedbeb1c3bbc43d56d9a6bc9d879,Unwrap,Unwrap
0x527da6c74e3f313a84537f50725326a0df5c64c0529b6fbd72a0f051a5fef06c,Approved,Revoked
0xb13e3cc0897979eb4f68447790df55c2862a187778142297bd401f4b6130e61d,Mint,Mint
0x980b37f188067bf3b72291fd782ef89037fadabcfdbf7525fd123053e06bc987,Approved,Revoked
0x2ad8769b21883eadf0bcaf2249e105ff6fae6a7539c2c19e83616b56d210c214,Swap,Swap
0x7d625e0371231a6e9fbebda50977542ed3582631d1115ab30f9f9cadc74f98c3,Mint,Mint
0xcd3a7804932c5bb56ab5e6faa8e2e684d7881526b3b9e8ae985fc0ffe32de4f2,Approved,Revoked
0xf0c191190ae3c126daee293375f7e74aa0a422d1c16312709a99973aef84017b,Wrap,Wrap
0x753aef379f0ef7e6fba093537d4ce7dcf7e8a704995d2a237f96595c35aa88d7,Transfer,Transfer
0x6d8b36fc5611907e543b0f61d3c48fa67c6250db71d5a475cb9439fd26a24906,Swap,Swap
0xfb6c3a62d9fb69ec947610b13a4a92a6e9adc398ec2805dacdd113621a502eea,Swap,Swap
0xd3c1c92f9eba601568c56de46843becd98bd5c4996001ff28c5efa43bdd67f84,Swap,Swap
0x8fd60fe9a19a30257feece01e1a3761bb4098c6895a7d9f04f1f7a1b8a7ee12c,Transfer,Transfer
0x649c2115dd62f709419c5bd268c96bd6a67d9a30c3b3f37008984f3bb12b59b6,Mint,Mint
0xa01949296a35b8d3ef3d7a59d556412dc047061de10fe8680842b82ba01b7c82,Unwrap,Unwrap
0x437472e9746d53f7431555717fd8a0e7fd95e620745c956acff52e2ba14df217,Approved,Revoked
0x0ceccf294425ba6cc99247214191ed2d364584dce47e74bbc70df8fe1ea8d1fb,Deposit,Deposit
0x5944a2cb6ef6f598389df79416af3a506d4f5f92861b2a37b89aaca21c74db71,Approved,Revoked
0xb1fa30e418ad5ebf4dd4292994f49e2a03b49fc203c1c010a9b2d97f9f51a0ce,Sale,Sale
0xedeb30ecccafd38f75500c7d8c53c1afce445d118e8a48930fdb59f58bf197f5,Swap,Swap
0x971628add089559f4374ae10b10b605b1ba26906248d5f4506754cdaff0ceb14,Swap,Swap
0x74b15350ba4b1352aa8b6f06b5116fa2dc18612013be237e4404fd250f4488e1,Sale,Sale
0x9b7129e5896451066500c8b11a474bff7c3868ea854fc2acbfc0542cdd32febd,Unwrap,Unwrap
0x1dbe7e51a44f8c4da4f719b3df7f3a6e45c40b9d3748a7ced04ce01026e7915b,Mint,Mint
0x800919fa6a2d2eb3c56b866643a9679d1ea52279f007419cfbd7f962769be8cf,Swap,Swap
0x2e46860045808c9183ced2aea08dc226bddac34d10d6d9b523130b6aa88d3d21,Cancel,Wrap
0x2017f7ee5275a522ac2db71162dfbac46210eaa026684f34cb0df9a6af487d37,Sale,Sale
0x0d47c643bbf44b9adbae34c33a776b4bf2ad1eda83896d34691801492f391286,Mint,Mint
0x17798a7e53c27f8f675e216417115a6562b5913e23495b831ba5411d1c8226fe,Sale,Sale
0x812342e36655bae6c61aff6fa945bf210c2e50f800198b1cb6c46cbe96a1ad0d,Sale,Sale
0x32084a0ba1f680acbc3346f83857a7743c85b6f00901372dc0afc224999fbf51,Mint,Mint
0xef207fa3e90233db0eb4fc54a1d9790a19404a62265a80ba6541f5cc7eb24368,Mint,Mint
0xe2ed44dca67ae474e8b05a97a9712b4af4814a56200ae740db05ff1279281b0d,Approved,Revoked
0xde3889d643151974ead991b73a95c7919b83daba0deee1c0279c16b2dc1d8354,Approved,Revoked
0x8ac7b2db5345ee285b61f3c8b9d0b3f170ecc1ec872875489ea6cf6684a2e37d,Approved,Revoked
0xeab26ddaada0e490e4bf8c50f3ca2e02eabb55b5ecbfdae022997b87f85af3c4,Sale,Sale
0xac5fd0dc4da1b1716afbde46e110d10312b1c5c12af61e75575de8d2e3ba37d8,Approved,Revoked
0xc844ad4fa119eacc6ce3cf3ba2eff53b7f3afaa72624f6584e3515ff9bc4f3a3,Deposit,Deposit
0x57aeb534262c149b814e1540f292b289bfb380ef4a7e9598a50a0df527d25962,Mint,Mint
0x35d88f3cde385a81207ad2d00020ac1687fcffd12e8043dbc0fae5ee5f6bd277,Unwrap,Unwrap
0x5a2a23b003555a4615974b32e261c6e2804928628ada0c7fe1382502e0538d29,Swap,Swap
0x178decf4b117f5c63c560a1fd7a928ca6f6eb1a41d4800105925c50e1b5dd8e6,Mint,Mint
0x31a5344373244126c479ecfd70ebac5fd745ebe8e34135a26df1c7db5ec7e22d,Deposit,Deposit
0x572c3dc53624fe49018786e5a56895a3b5fbed87d4265e2c29e957e03384d0b0,Swap,Swap
0xe9aef66c70e4461c0620cf57ce57fe759121e441d29ad6498bb7d2e33d02b4ae,Revoked,Revoked
0xe9ee2dd0e4db51371c962dc5c63a00373ad9069368b8203c534594dd3d81eb11,Transfer,Transfer
0xc63554a88fcb66124be2058469696dd2cd6b8aa650f32e453ae1d43cf90c9539,Revoked,Revoked
0xe9b6f5e2feb57c7e784009873bf734c8e5389cf37645650d5a52ea304cb21fa6,Swap,Swap
0x4872b1b198b37c44687894b42f520737a7fcf71bb72ecaa287106bc75adb250f,Transfer,Transfer
0x48d02fdb589218cc97d883aaea1eddf890304baf15989b2d97592b66227d5eff,Approved,Revoked
0x0be9db6f098061674d48409fbbeb7288d70bfe2df1388e3bb5108698f75ce65f,Sale,Sale
0x2dce7a09a57f472df50821e9fdf5596c59e70d575a86d1edba0dc6bac4150665,Mint,Mint
0xc730ed0ea6521bc7c1a8dc88e936650173d05c5e6e090c708a32d65c4f303039,Sale,Sale
0xcb594e3362fc4117f59d80d930a0a51e06961cb786fe73786fefe8ba472eb544,Swap,Swap
0x156990f161bf7544f5973778dd3588934c11a2f063957e05c15a77e1912f35e3,Approved,Revoked
0xdcbcb082f0d0074baabedcbb58ad9eec824c80651b2c8f19533dd6f976ed577f,Approved,Revoked
0xa3609711fd56ed22406f9223b1f8c997a450415ab7a6b6cace9f887ccb0266cb,Swap,Swap
0x57ee8128131cc4b37b5c55de9cd948be9ebf3e697daec68e73dcc3508e85f0e4,Wrap,Wrap
0x9696fba689c8651ccfb46005b4b5cd4129836634898d670a4f6c878864457ac5,Swap,Swap
0x186e033987b4f5dedfd0c6848302d38487768916f833f477e4e77ffcb318ecca,Swap,Swap
0x3b00ba42e96da236ea92eac319ab6e19b7b27b18bca1521efae12bec802b3d86,Transfer,Transfer
0xc2ded57c567b61062c3271cd2360f775ae6bcd81ae628a0643ba22c6a2dc6b29,Mint,Mint
0x327a6d48643f95076fbf68200d7b3ab7f8c6071eeb5639df500cf82b28d86c11,Swap,Swap
0x0fb4e4aa9fef267b00d741839af5fe50f2c06572d7ce0c96db2fcdeda6a00259,Mint,Mint
0xbdc370e3623e33e914fe7e8f7f2ffd82b7a0e3189544532e83486b6945d7ff22,Transfer,Transfer
0xef4e7230b441f0a6d5a987ad86c4df219908cb44a6ff367283d335f74e0d70d6,Sale,Sale
0x1ceb1401573eb1141eb1b77a7091674cc6aa081863fb41f197bd11d0fcec4224,Swap,Swap
0x87b59a28116684b86e1d24f8a201e26806d17297a0c6c6e53989f7d1b05087b5,Mint,Mint
0x99c4ee4e8c9daa199d0483be6c35414782dc608a61fe21c1925f607d9eee1e99,Swap,Swap
0xdcde2521ba1e6600df52a57bd6e19f243d8f828e34d88034355a2fe7ee509870,Swap,Swap
0x7c5616fab5c29ca91e452504debe179a372d875306655a8fc87ecb9e896f9014,Swap,Swap
0xae0111ab96c7492897318f5516f95c84fe274a4362a79e29cf97e9955ac55b86,Swap,Swap
0x98ab91af0994664e676cac098018bf9d641543fbf3508f3eee879d8ae9b484c2,Mint,Mint
0x1c498253829c4960e93c13c63014c758809f2ba4b3ed9c1288ea971a6b16cc9d,Wrap,Wrap
0xec51eb69d0351a5fef920cf45fd18c9ad06298e78d91ba830d6cf09f7f0d7d52,Transfer,Transfer
0x7e02977ad95bf2a18b39164352fffb95ce3d0ae01fbcf14dfc8a9c1dbdd7b6be,Mint,Mint
0xde5dde5d1bd050df8893e05abe77e936795b521b6ecf073ff4506f599267dcce,Transfer,Transfer
0xd90398cfcf69b5216265962a36bc92b6e787807c1f1b90e03e0606221cf6d227,Deposit,Deposit
0xc1e846a386a3aa9886c3ef506bf33b93e26709d4a80ed651f329772bc173c48e,Swap,Swap
0x31d068252036c51af88843373967f541aeef8f29fef89331b5c127d1a2a78770,Deposit,Deposit
0x58d0c5d782ac79947c823286a54a01cfcd758bcee7a83701dbdf586496ccd2b4,Transfer,Transfer
0x574cb2ffda8f3b17c7273d0e61a0106d49a9066fe3fa0a738aa1e56fd331c364,Cancel,Wrap
0x069a95be037003db397c0ba57bec9d39ae157c0257d63e3a6dd483878d08e57b,Unwrap,Unwrap
0xac202877fe58dfd5e60a26f6eeabd8ecddaae6dff1504b864769da51a46184ff,Approved,Revoked
0x5764ad2d59d765b1619ef732a0d1515fb6c12ef312374e7646ce0a5014b3bf4f,Revoked,Revoked
0xe644ec543e79c5c5b4d47e87a9ca4e00f93317dd3d5953d02119cc88bc87695b,Cancel,Wrap
0xdbdd811a9e432cc759407f55c8a4a01b9eb21ab38f1b12b4c723c6376769301b,Sale,Sale
0x850781c18e75e59f3b90944ff6e106d686c0a3bfbb7f526257eb2f0a66aefe44,Approved,Revoked
0x914370c1c76d549abffbb370b295dc8d257dccdfc310ed4d7bc8c6572a533f96,Unwrap,Unwrap
0xfa8ba9d472706a45c1726123122529083d97801059e36756c7275f45c6a32f98,Wrap,Wrap
0x445eec6350669c350fc265399087f9155288d6d906b80b49f05a6502a2f206d2,Unwrap,Unwrap
0xd8aa8af7807c243a97ec8d8c9788ad8c5946204d552ea0d58896fff0504e18e0,Transfer,Transfer
0x7f68832402003585f31567cc544f61c93552feefbb052fec79a466edbd328483,Approved,Revoked
0xeba39ffd1cac1ed787579a04707339156d7b4073a6f158dd16fb6564ee3e6a03,Mint,Mint
0x73c8b7d95a5ae46b1edbe383d93f558a8d32c5243bb81cccbedaf2650972345e,Sale,Sale
0xafb36171963a98c6fe40a083782fcb80c667f20fea7f4c5e7db325b68a47b1f8,Swap,Swap
0x7d886c1d86713c273603d8338440503ca69cee2708371f78331c2bf662f48b77,Transfer,Transfer
0xfbd6511c417fc57e771d7a95aa4468b390f724f0c2471ff5f99e795f58d60980,Transfer,Transfer
0xad250ba2d700013e5054f2a2c27070529ac9cee80aebce828a8becda067621b8,Approved,Revoked
0x10ff1d4a86370c6a29b8bac6d355f8929a8b36435a620540af4b4d01645ce2a0,Approved,Revoked
0xbc4a4e9ba64cd5237dc21b72a1d0f25f9860e5c883a5f996a99d5bff22ea4b52,Transfer,Transfer
0xdca5c55419f2117fb862c551abf036fa38f44e513b5f12068e14290956956139,Transfer,Transfer
0xc186461fa95aa1df9989bb72f2baf041328dfd22775fe7f841187bbbf9961360,Approved,Revoked
0x2cd30e30f72c157f615458699e52855d5c1503fb9f3a247e1e4a17d4ea59a0dd,Mint,Mint
0xd02759eaee3f77e15acd7d872b967d07c9f7fd77bfa227c0780e3bd6b84a4a0e,Mint,Mint
0xc3fbdadbf87020cc48b91605c40dc1d4e0930600baa6591c987b35a7312402e5,Transfer,Transfer
0x0efa0411a3eb156f26125e16070750eed3497327e32e5d3f93ab6ff42c0f73ec,Approved,Revoked
0x3522c661de45dabe643f9aaeb3d5e5c037117fbbd7e7a8bcb3b29e40157c6d6b,Cancel,Wrap
0x4d37f14509049d0d2b19f7dcd92d8f3d421e3a28ebb2360b112f0bdd89147667,Mint,Mint
0xc262e90d5b879bdfb96b28cc07a05926cc993528e931ad05fa3223a506e2abe6,Approved,Revoked
0x18dd5d87e79f0af722012377277c39562ba21830eb630f5d15cce1d4d38e0f9b,Approved,Revoked
0x0f4a6e5bf8c1a051d81da3b9522a93cd3b06e2692c19d00d4d7c6af9d7c6ef22,Transfer,Transfer
0x68d50f8c60f512e96f1937f52a34dbbd211dbd79bc06e0af60e0517b824d723e,Revoked,Revoked
0x46498404e235e830c58e577a36819fffd77e7066230596daa6b0fe5349b5c11a,Approved,Revoked
0x753001d4405c54ad009449cc260dabbfc908107dbde0f82d8fbf3f2ab618a96d,Approved,Revoked
0xf101b3d0ce3d228cf8b19c28a39127ca962c78c5f197a4e6c0dc027e317aff5b,Revoked,Revoked
0x43ca6b3f4404c2144ab72631a623a44bd4515b314430cdd81c4dbc6646aaa5f4,Swap,Swap
0x9d22f39829445116debafef5c269ae56df1fbca810c1c21191c0ebc7491159a8,Mint,Mint
0x7c781b1f2501f20217a076c6f7edb898dae1341ff84548f722acd7df570ae105,Mint,Mint
0x267e3e4c58d44ad0da6680b854745e14c40faf7d65e5bbe8afa1fbb9e8097258,Withdraw,Withdraw
0x09d4501ea7a17471ab36704eb899ab60882d2ab08d400a5e7bf34f85c10362d4,Approved,Revoked
0xa96f678e95331d7f96ba039c3c91c78fb3923aa8347e738515b0baae347f3b66,Sale,Sale
0x32278175dd1d395f88bde61dcedddbfe644a46aeccb6fe7eb146d22c53283a79,Sale,Sale
0x900c3fc538b1f451e48818a8fdc0f11b66684f5c904e059d01350340ff6aa80f,Transfer,Transfer
0x3a28a95215143aa68d2f09890c0018f9835172cbde11f57adf45fd7b51c5bbf9,Deposit,Deposit
0x5010b83b703d1a79ff8f8a09afd4fca5dbb13e7f1aeaa75bdf0101eaaf999a4e,Deposit,Deposit
0xbe7f91a6ba15e36a652207bed0904a6ee00fc3918affc1e197d36d8a30c15147,Sale,Sale
0xaf038ae0ca1ea4440c027713a6563104c1d551f214cf7752a00aeede43d7c88f,Revoked,Revoked
0x73c3acddb82dd44ddc8f1cf9b02d5eebf3edc8ff024b362021c8c64939399316,Sale,Sale
0xf0bfd3b33f9a9da9cef382b4b88690eef43c8285d8576157db2b67a8b71052ab,Transfer,Transfer
0xed252fb3513d44eb7ebe2876c45e6e01b34d7072f8c8db77c8df9d53e8afae2b,Wrap,Wrap
0x925343b7ed950c21808fdc07482cef6870286f482ffe3f1c23be36c57faa9469,Withdraw,Withdraw
0x6683e4bdf51664264f6cc8d012952155a3cbdf28810bfa19dab8f95ed6783d2c,Sale,Sale
0x9ed57e6129159d7f98de3f969dbd2ca96009a1b17f5aaf7c805c6ec95ea9440e,Sale,Sale
0x1aae20c43d55a8a457a570df855d45b170acf191f77c924cafbece5660a4eee1,Withdraw,Withdraw
0xde90a23497114c113de842127d0809e6b3ba7693267a14edeee5ca4eb44cd52b,Mint,Mint
0xa15a5bdb97de330fff1e4459c9dfa2b494f5febc7d069c87d020881a566c1092,Mint,Mint
0xe7f7747429944f5dc4063e6574504a0aea28453efbd23bbbba6327bd30bca6fd,Approved,Revoked
0x40e5a1c59efa4536ddf9205cfacfa419ff4efa0bb95a44d008703f8c3d535d1b,Mint,Mint
0xd79efb532be2baefb88172d4c62234840c2b045fda4134fe92cb462ec9b74615,Approved,Revoked
0xef3b97d43109b62d64143fdf00b00bfa356611429d27a27537b481b8fff4759e,Unwrap,Unwrap
0x9a2113a4cb6f173669bb7f4c7d19f66bf3c5ecf68c886948f5ab5d2843d283ed,Mint,Mint
0xabd30137422348539ad2ed9d4ede432ce536f144d79f5710897069e3b4908899,Deposit,Deposit
0x10df03bec4163f8489b3f74577c08a9032e89787da64f2126bc1d3523282331f,Sale,Sale
0x371e7d62a1347c5f7d2b7b9f67c44443ef49439ed6ad753956527cf3c4a2e4d7,Transfer,Transfer
0xe73373e30c2d2a5f2263ba2df7075e24f45c49bf20223ee755d4db3ae51db59f,Sale,Sale
0x88bbbce6bfa6d499dce8a9cd653302344d07801e550fd85b84f7d633ac1d53c1,Approved,Revoked
0x100e5e1c2906409dc65d571cba354e3d49458730b4e3cf8d91a88f6b4f69bda7,Transfer,Transfer
0xa508bf9e193d0b1f80168d70a12fea75302d6c2de8e7cba286ab3e2c808a6912,Approved,Revoked
0x06094388024a121345e8fced4b594ddad5b620952ae37e0ff425ed659e7f8f10,Unwrap,Unwrap
0xe4c5797d1f77b350f81a24398c3699ea8d94c5f4d9b0933d8e58d2660d3d5d5a,Sale,Sale
0xe4b7fb3f189d6bbc5ef1efa08e12fa82eb16e77b083936764049c0c014e2a5f9,Approved,Revoked
0x5b3159efdeebdf32e69d18b385b500f34ad1d39c3df9d8fbd38e086ee3d8edc3,Revoked,Revoked
0xf22ea579923fa2b30f47cc76b8ed2e73fc07aeff31cb8f49a6662e92e00ae451,Transfer,Transfer
0x7e0b183640dae35f08c5391d6827719d58a49a706ec3f3c5d820f1a735bcfabb,Wrap,Wrap
0x03809f802cd844f0637c0b53f2c0211e427cb8b3a1853aeb44dca68c9654d6c5,Deposit,Swap
0x89ed0b640cb340501c508afe82767d731a028c509e8b108dd37ab282eb8e1b69,Withdraw,Withdraw
0xecd1d994c74e8b7e6ef54c5f8946730c6a3b2d57aeb635a481028c78830b5c76,Mint,Mint
0x6aaf9a032a52a8aba55002750afc8d864390ca91dfcc787ca84160385f946e50,Swap,Swap
0x3db774723790fb8facc45b4b89484bba1329787ab905f74418fc71b0c8cba0d0,Revoked,Revoked
0xecb5ca0e87457da855734e276ad8eb539c2489a521a571e152addab50ba35437,Transfer,Transfer
0x2955fbfc27296a83248293f7dcd0ba29d11a79d9ae798287f14206a6fb73a2da,Approved,Revoked
0xbd4d54c8f3d48fdcabb747e0c5c619188b0bdc470fcf8dcaca586c0aeb63cec8,Withdraw,Withdraw
0x981d5f7be5ecba267b15d4d0fd59e61c2dda22009cd2b7b51225ee7734a1a374,Swap,Swap
0xc2c65be455d232612a7e84ab6f2652f56d389a8f04e04d142720a254dc5f6fd0,Deposit,Deposit
0x1af22fbde961b4ba8ccb75554e3df407c65b8eb83b427d481be8f36389fbc30e,Sale,Sale
0xfabb0728e0498dacf369a16d82c5bc1df04ab357eea700625bd6b090cd599d43,Sale,Sale
